N,P,K,temperature,humidity,ph,rainfall,label
40.9,23.1,34.9,32.4,73.6,7.02,617.3,Niger
100.1,57.3,49.6,27.2,41,7.56,517.9,Sunflower
83,26.4,44.4,31.6,78.2,6.39,1858.5,Jute
76.6,50.6,51.8,25.7,43.3,6.8,534.7,Sunflower
85.2,47.5,55.1,27,40.5,7.26,546.5,Sunflower
45.7,37.5,28.2,16.5,43.7,6.85,289.3,Coriander
57.9,39.3,71.4,26.2,47.6,6.79,670.4,Muskmelon
72.7,50,104.8,20.4,51.9,7.73,695.1,Grapes
102.8,47.4,74.9,33.1,64.6,5.27,1031.7,Mango
101.8,54.3,62.2,30.5,55.3,7.04,616.8,Cotton
162.2,87.9,103.1,29.9,82.8,7.32,1560.9,Sugarcane
32.3,56,35,29.8,54.1,6.49,695,Pigeon Pea
44,31.9,23.9,25,37.9,6.34,457.3,Safflower
71.2,41.2,23.9,29,43.9,6.36,572.1,Bajra
84.5,74.3,117.5,15.8,58,6.97,518.3,Beetroot
28.9,53.6,47.8,25.6,59.3,7.56,345.9,Field Pea
40.2,24.2,23,29.4,52.5,5.65,558.7,Sesame
196.5,64.7,146.5,44.9,63.9,7.02,1276.7,Sugarcane
110.9,73.7,121.6,36.9,85.6,6.26,1236.2,Papaya
121.3,61.6,74.2,30.7,66.1,7.03,964.8,Orange
36.9,84.1,48.6,22.4,65.4,6.35,920.8,Soybean
131.5,45.1,50,32.7,69.5,8.06,870.7,Mentha
147.9,73.5,77.5,19.5,76,5.27,448.9,Potato
42.7,30.4,26.5,27,30.9,7.15,250.7,Fennel
132.7,70.9,99.7,40.1,72.8,7.22,1218.2,Papaya
46.2,33.4,38.9,20.3,39.2,6.58,365.6,Fennel
72.6,53.1,128.4,19.9,56.5,7.84,859.9,Grapes
119.8,48.5,170.2,16.8,82,5.4,1872.5,Coffee
49.5,25.2,61.5,27.9,68.1,6.6,726.5,Curry Leaf
57.9,42.9,63.8,26.5,64.7,6.34,775.7,Pumpkin
64.3,43.1,83.5,25.5,84.5,5.49,2111,Cardamom
68.8,45.1,27.1,19.4,56.4,7.33,729.5,Mustard
152.6,72.2,69.8,19.3,67,6.35,671.4,Broccoli
56.1,33.5,33.3,25.6,50.1,6.3,486.1,Sesame
85.4,40.5,53.9,19.2,66.2,6.79,522.6,Radish
117,79,59.4,20.7,67.3,6.64,1175.3,Maize
69.9,27,37.2,36.2,86.5,7.27,2207,Jute
85.7,47.8,22.5,22.7,63.1,6.78,313.1,Mustard
48.4,22.5,30.4,26.4,49.8,6.94,606.3,Ragi
92.6,37.9,37.7,33.6,57.3,6.26,770.5,Amaranthus
119.9,81.3,113.1,34.7,69.9,6.27,1337.7,Papaya
102.6,51.2,71.5,32.9,70.2,5.65,979.8,Mango
146.8,44.8,109,25.5,85.6,5.76,1586.3,Tea
138,48.7,48.6,15.1,61.2,6.51,378.3,Wheat
62.2,38.8,70.4,24.8,65,6.33,1084.4,Guava
113.1,46.7,51,30.8,86.9,5.63,1116.6,Paddy
90.4,40.8,94.6,32.1,88.1,6.6,1943.9,Betel Nut
33,56.8,33.9,15.6,34.2,7.89,346.4,Gram
63.8,47.7,77.9,21.2,58.5,5.45,475.8,Turnip
40.3,33.6,65.6,28.5,44.5,7.53,400.2,Ber
77.6,34.3,91.4,31.3,57.7,6.41,621.3,Muskmelon
40.1,51,41.6,31,61.3,7.1,561.7,Cowpea
61.3,42.6,39.9,22.3,67.6,6.52,387.8,Castor
30.8,53.7,49.5,14.8,58.8,6.58,422.2,Pea
91.8,49.2,64.2,28.6,62.4,7.25,841.4,Okra
75,53.5,109.8,18.3,64.3,7.08,567.7,Beetroot
115.2,76.3,149.4,23.7,57,6.72,1244.9,Papaya
40.5,43.2,114.6,23.6,58.9,6.04,1079.4,Sweet Potato
59,42.7,61.2,26,69.9,6.24,1023.4,Snake Gourd
97.3,43.1,44.7,36.5,72.8,6.54,703.8,Ridge Gourd
72.2,61.2,61.3,26.5,75.5,6.31,765.8,Okra
59.8,43.7,51.8,31.3,55.3,7.14,703.6,Pumpkin
104.6,57,81.9,26.7,61.3,5.7,1400.5,Orange
72.4,39.6,70.2,20.3,60.7,6.2,537.5,Turnip
110.4,48.1,47.9,32.3,87.1,6.33,1237.9,Paddy
50.1,28.4,25.6,26.1,55.3,6.53,591.3,Niger
45.2,37.5,118.7,19.3,64.8,5.93,769.5,Sweet Potato
127.4,76.3,68.6,17,77.5,6.72,707.8,Broccoli
39.3,34.4,68.9,29.9,69.1,6.38,838.2,Ash Gourd
121.8,47.2,149,19.6,81.6,5.48,1545.8,Coffee
117.7,57.4,112,26.5,71.2,5.61,816.2,Tomato
91.9,43.8,61.7,27.3,62.3,6.69,712.2,Bottle Gourd
94.6,51.1,106.4,24.5,82.6,6.06,1658.3,Ginger
52.7,38.9,71.2,25.5,68.1,6.48,764.7,Ash Gourd
28.1,54.8,51.5,11.8,59.8,6.7,379.9,Field Pea
60.2,40,124.6,30.4,53,7.99,870.5,Grapes
120.7,46.4,54.8,23.4,74.1,6.52,1319.2,Paddy
74.9,46.1,51.4,32.2,65.5,6.22,852.1,Ridge Gourd
80.7,35.8,48.2,28.9,63.3,6.74,637.9,Jowar
69.8,36.7,88.7,28,80.1,6.76,2123.8,Clove
78.7,46.4,57.4,20.9,58.7,6.13,1047.8,Lemon
43.7,39.1,42.4,31,60.8,6.45,917.1,Tamarind
35.4,51,30.1,26.5,59,7.42,707.1,Urad Dal
23.5,58.3,47.8,25,61.7,6.09,757.7,Soybean
72.5,23.8,26.5,40.4,62.8,8.22,184.7,Pearl Millet
29.6,54.1,20.9,17.1,46.3,7.42,408.7,Gram
11.7,32.9,31.7,38.6,53.4,6.82,192.6,Horse Gram
37.3,55.5,27,14.8,52.3,6.85,383.5,Lentil
35.1,29.3,47.5,30.5,48.6,6.69,539.2,Ragi
119.7,62.8,53.1,18.5,56.4,7.23,593.5,Wheat
96.4,54,90.4,23.8,41.1,7.01,635.2,Onion
94.2,40.7,24.7,13.6,49.4,7.18,353,Barley
72.2,41,73.7,25.5,65.5,5.66,1001.3,Lemon
25,54.1,27.9,18.7,52.2,7.24,327.4,Chickpea
94.4,45.5,66.8,29.2,63,6.57,854.4,Okra
31.3,53.3,28.2,31.9,71.8,6.59,482.2,Greengram
20.3,56.8,34.4,26.4,67.1,6.85,539.1,Greengram
43.7,17.9,65.8,29.7,50,6.49,327,Drumstick
106,41.2,66.9,24.4,71.4,6.33,1262.5,Guava
23.9,52.2,25.7,20.1,36.6,8.18,437.1,Gram
107.7,51.2,40,28.4,56.6,6.79,452.6,Sorghum
77.3,51.8,62.2,30.8,64.7,6.83,780,Bitter Gourd
36.7,47.5,29.8,27.4,56.3,6.3,613,Mung Bean
67,60.6,74.1,30,83.2,5.33,3041.6,Rubber
53.2,45.9,144.7,31.8,71,5.64,754.1,Sweet Potato
72.2,31.3,30.7,38.5,46.7,7.2,383.6,Pearl Millet
68.5,49.4,59.5,27.1,63.5,6.31,789.2,Snake Gourd
99.9,59.1,49.5,31.3,59.1,5.98,719.2,Cotton
83.9,26.9,38,28.2,78.1,6.86,1824.3,Jute
31.3,47.6,64.3,28.1,70.5,5.88,528.7,Groundnut
127.3,68,65.9,16.8,69,6.68,662.1,Broccoli
66.2,31.1,66.7,27.6,85.9,6.25,1755.9,Clove
129.2,67.9,85.9,22.8,67.5,6.17,905.9,Orange
98.3,50.1,93.6,30.9,75.7,6.52,1226.6,Litchi
28.1,43.3,25.8,27.5,42,8.25,332,Gram
131.3,48.5,48.2,32.5,81.5,6.6,981.4,Paddy
70.9,35.7,29,8.8,62.4,7.98,378.9,Barley
94.5,34.2,49.2,14.7,64.2,5.86,397.1,Radish
82.3,27.1,22.5,26.7,53.8,7.45,507.5,Bajra
25.5,51.5,29.7,30.9,68.3,6.5,347.4,Mung Bean
61.7,31.5,48.8,26.1,66.9,7.34,708.8,Amla
52.9,32.1,21.9,14.9,45.6,6.75,406.1,Linseed
55.2,31,45.8,29.7,65.9,5.8,762.4,Curry Leaf
27.2,27.2,33.5,33.3,31.2,7.2,612.4,Ashwagandha
35.5,50.9,31.4,20.7,39.9,7.3,471.2,Gram
73.5,27.5,39,33.5,62.8,8.55,629.3,Tamarind
46,26.3,26.7,22.1,42.7,7.07,512.9,Safflower
87,54.6,88.9,17,54,6.92,532.6,Turnip
60.8,28.1,64.6,23.6,70.3,7.02,1445.5,Guava
41.6,44.3,34.5,25,45.6,6.78,265,Fennel
67,48.6,95.1,13.1,66.3,7.46,493.4,Carrot
85.3,40.3,53.8,24,55.3,6.66,560.2,Sunflower
84.7,45.3,62.6,21.3,56,5.81,1022.3,Lemon
104.1,36,71.8,17.1,65.9,7.02,636.5,Cauliflower
95.7,46.5,92.5,13.5,63.4,6.45,624.2,Cabbage
28.1,49.3,28.6,34,58.2,6.59,623.5,Blackgram
42.4,31.6,41.1,16.8,40.9,7.4,375.5,Fennel
90.9,36.5,52.5,14.5,70.9,6.95,379.2,Radish
83.7,55.4,86.1,19.3,65,6.36,491.9,Turnip
168.2,77.4,66.2,18.5,62.9,6.77,576.7,Broccoli
209.3,75.3,130.9,27.7,68,6.37,1054.3,Sugarcane
84.8,31.5,42.8,31.8,83.4,7.3,1950.1,Jute
82.1,47.3,67.2,14.8,67.4,6.31,1150.3,Lemon
135.5,79.7,128.5,30.9,70.2,5.76,1188.3,Papaya
70.5,56.6,86.1,12.5,63,6.88,477.7,Carrot
147.7,65.7,100.4,35,69.7,7.17,1116,Sugarcane
46.6,44.8,64.4,23,65.8,7.79,841.3,Pumpkin
19.1,34.4,21.7,36.8,24.6,7.48,299.3,Moth Bean
85.1,47,57.8,22.8,69.3,5.55,812.4,Lemon
62.9,34.2,82.8,27,44.8,6.98,426,Muskmelon
122.6,53.8,112,27.1,73.3,4.78,1697.6,Tea
94.4,35,42.9,28.6,58.9,6.93,842.8,Sorghum
88,41.1,87.1,30.8,79.4,7.17,1514.9,Betel Nut
32,46.2,32.8,29.6,55,6.55,689.9,Blackgram
81.5,38.5,48.4,14,66.8,7.43,433.2,Spinach
92.1,52.6,122.1,30.8,54.9,7.72,710.6,Grapes
40.9,37.4,25.7,28.2,55.5,5.74,449.2,Sesame
69.5,40.1,32,16.4,46.7,7.03,353.3,Barley
79.1,57.2,129,26.3,68.8,6.47,1710.2,Taro
13,33.2,21.5,32.5,37.4,7.31,311.3,Guar
109.8,56.2,94.9,12.3,70.1,6.73,603.3,Cabbage
144.2,89.6,101.5,20,74,5.36,508.5,Potato
79.2,51.5,64.3,26.9,70.4,5.84,511.7,Cucumber
31,43.1,30.6,28.9,62,6.87,629.2,Urad Dal
94.5,49.5,51.3,28.9,62.1,6.71,544.6,Sorghum
122.8,43,46.8,28.6,83.1,6.93,1565.9,Paddy
51.1,33.2,31.8,18.6,34.8,7.81,400.5,Coriander
111.2,48.3,67,16.9,76.1,6.41,618.5,Lettuce
23.4,54.6,34,30.6,56.8,6.9,670.4,Blackgram
79.5,51.9,60.4,29.5,68.2,6.85,798.4,Okra
79.9,54,106.3,31.6,80.3,6.3,1548.2,Jackfruit
52.1,30.4,21.1,37.6,51.7,7.1,508.9,Sesame
115.2,46.4,53.5,26.9,86.2,6.53,612.7,Rice
42.8,29.4,47.5,31.3,44.9,7.29,618.8,Ber
80.4,40,98.7,29.4,84.3,5.56,1969.1,Black Pepper
48.6,37.2,50.8,35.6,41.5,7.52,275.5,Ber
100.4,47.4,141.3,28.5,82.5,5.24,823.8,Coconut
74.5,35.4,109.9,31.9,51.6,6.69,676.6,Watermelon
29.9,57.8,58.7,33.5,49.6,6.09,760.3,Groundnut
83.1,38.6,58.5,10.9,70.3,6.69,576.8,Garlic
32.2,53.4,33.3,34.6,57.6,6.45,622.5,Greengram
57.8,37.3,65.6,27.4,59.7,6.81,882.8,Pumpkin
96.9,54,84.5,17.9,49.7,6.99,675.3,Onion
85.4,50.3,48.1,22.4,70.5,5.96,935,Capsicum
166.5,81.4,93.4,6.7,68.3,5.41,538.1,Potato
84.7,43.8,97.4,32.5,71.4,7.43,1987.1,Betel Nut
59.2,34,30.4,38.6,83.6,6.73,2488.9,Jute
71.5,64.1,75,24.1,62.8,6.15,610.1,Turnip
48,30.1,41.7,16,40.2,6.99,336.7,Linseed
58.4,33.2,100.4,28.9,74.3,5.67,1592.3,Pineapple
128.8,72.3,83.2,18.2,80.3,6.17,683.6,Potato
153.3,73.9,50.2,20.2,70.8,6.07,939,Maize
97.6,45.8,68.7,31.6,62.7,6.16,782,Brinjal
66.5,53.8,77.7,31.9,73.3,6.55,666.4,Okra
42.5,30.8,25.9,28.2,58.4,7.22,784.6,Niger
30.6,57.4,31.5,22.9,61.3,7.58,732.1,Cowpea
16.4,37.1,17.4,33.9,33.4,7.7,319,Moth Bean
100.8,53.7,77.1,32.4,64,6.71,755.3,Bottle Gourd
110.4,35,50.4,29.8,77.3,5.67,1336.4,Paddy
61.3,32.3,72.2,22.4,75.5,5.87,2004.2,Clove
89.5,49,64.4,17,61.5,6.57,756.9,Cabbage
20.7,29,26.8,39.4,52.1,8.74,304.6,Moth Bean
154.7,92.3,100.5,13.1,70.3,5.87,593.6,Potato
54.5,23.5,34.4,18.6,48,6.64,335,Linseed
70.1,60.8,133.7,30.4,77.5,6.2,1893.7,Jackfruit
72.4,30.7,34.2,33.8,75.5,6.28,1218.8,Jute
39.3,51.7,32.7,31.9,57.6,6.18,707.2,Arhar Dal
67.5,48.6,75,28.8,75.6,4.93,2072.2,Cardamom
123.5,65.3,47.3,26.9,50.6,5.89,1260.5,Maize
131.1,71.7,104.1,33,71.5,7,1182.7,Papaya
68.5,38.4,33.4,28.1,55.6,7.59,412.1,Castor
99,50.2,82.7,31.5,64.8,5.74,888.3,Mango
29.3,48.2,24.4,28.7,59.9,5.84,919.7,Arhar Dal
74,41.8,44.3,26.1,44.8,6.65,487.5,Castor
95.8,54.9,60.7,28.2,66.9,6.03,786.8,Brinjal
34.7,59.3,23,26.2,40.3,6.59,378.9,Chickpea
38.6,42.2,26.9,23,22.6,6.25,433.2,Gram
14,28.9,29.7,32.8,46.5,6.46,577.6,Horse Gram
72.6,41.5,163.3,24.4,69.7,5.51,833.8,Sweet Potato
39.7,25.7,28.4,31.7,42.3,6,623.5,Sesame
30.8,24.9,37,30.8,46.6,7.97,586.6,Ashwagandha
76.3,51.9,53.2,21.1,47.2,7,642.1,Sunflower
116.3,71.9,96.4,25.8,71.7,6.76,929.9,Tomato
106.5,44.4,121.4,26.6,82.5,5.94,1640.4,Taro
68.1,45.4,66,26.1,57.8,5.98,786.8,Capsicum
64.2,26.6,83.2,20.6,84.5,6.28,2049.8,Clove
32.6,49,37.9,30.6,63.9,7.6,581.9,Urad Dal
24.5,37.2,23.1,13.3,31.4,6.25,289.8,Fenugreek
71.4,54.9,153.1,31.1,77.9,6.03,2127.7,Taro
83.7,54.6,118.6,32.8,91.6,6.27,1619.4,Turmeric
50.2,32.5,76.8,27.1,73.2,6.44,995.9,Amla
108.8,43,84.3,13.5,68.8,7.76,542.1,Cauliflower
68.7,47.9,107.4,26.8,68.6,5.57,941.6,Sweet Potato
85,38.2,37.2,29.3,58.5,6.84,559.6,Jowar
74.1,51.5,96,21.7,65.2,6.91,472.5,Beetroot
54.4,31,28.3,24.6,52.3,7.6,491.1,Sesame
63.8,36.6,70.3,29.5,74.5,6.79,778,Ash Gourd
30.5,30.9,40,34.1,67.2,5.73,371.8,Horse Gram
42,49.9,33.8,28.6,61.1,6.87,641.1,Urad Dal
109.7,34.7,106.9,29.7,77.8,4.86,1534.5,Tea
99.3,45.9,88.5,29.7,72.8,6.12,1244,Litchi
34.4,33.9,34,23.4,46.9,7.51,421.7,Coriander
97,51,61.8,24.4,87.3,6.82,746.9,Okra
81.4,49.7,81.1,14.2,67.4,6.85,601,Turnip
81.7,40.3,88.4,28.4,67.3,6.09,1170.5,Turmeric
77.8,45.2,69.9,27.1,67.2,6.69,879.7,Brinjal
62.3,37,55,25.3,68.9,7.02,718.7,Snake Gourd
35.7,39.7,35.3,30.1,67.9,6.83,670.9,Blackgram
38.8,33.1,55.1,33.2,57.9,6.33,327.8,Pomegranate
85.3,51.4,65.5,29.4,75.6,6.03,1014,Ridge Gourd
98.9,42.9,22.2,23,84,5.88,487.3,Mustard
72.2,55,101.1,17.6,63.5,6.79,597.7,Beetroot
29.5,33,33.2,33.1,43.3,7.85,641.4,Ashwagandha
131.2,58.5,49.4,24.4,49.2,7.61,562.4,Wheat
19.3,50.9,38.5,29.5,59.8,6.91,601.4,Arhar Dal
74,39.2,54.2,26.8,80.1,6.69,832.8,Ash Gourd
100.5,60.4,49.8,20.6,61.6,5.66,907.9,Maize
112.3,65.4,77.8,29.2,69.5,6.27,1047.7,Tomato
82.5,51.7,110.3,23.3,65.2,5.69,986.4,Tobacco
87.7,50.9,51.2,15.1,69.6,6.5,413.8,Radish
112.4,44.4,49.2,26.2,86,6.38,2125.7,Rice
27.1,26,26.7,30.6,37.2,7.8,604.4,Ashwagandha
71.4,48.8,31.2,12.3,46.7,7.32,324.7,Barley
89.6,51.8,63.5,29.4,62.9,5.8,826.6,Okra
67.2,44.9,106.6,32.7,52,7.28,642,Grapes
82.1,50.9,86.5,13.4,59.7,6.9,517.7,Carrot
85.1,35.8,89.6,22.5,78.5,6.79,1444.2,Guava
27.5,31.3,32.8,27.8,42.3,8.57,612.5,Ashwagandha
110.6,53.8,78.7,31.9,73.1,6.42,774.2,Brinjal
64.3,43.5,92.5,21.9,83.9,5.61,1985.5,Cardamom
21.1,45.9,30,27.9,53.6,6.21,668.6,Urad Dal
71.8,36.1,68.5,29.9,55.8,7.25,378.7,Muskmelon
68.1,41.4,189.1,29.2,71.6,5.36,1623.5,Coconut
47.3,28.1,24.3,28.9,62.2,7.47,715.8,Niger
130.4,68.7,108.2,24.3,58.4,6.6,922.8,Tomato
75.4,59,45.8,16.8,58.3,6.59,590.5,Garlic
66.7,40.9,46.3,18.1,66.8,6.49,542.9,Radish
80.9,45.6,96.8,31.2,58.3,7.37,551.8,Watermelon
15.5,27.7,28.1,28.3,51.8,6.29,501.6,Horse Gram
25.2,51.9,25.8,37.7,58.7,6.63,664.6,Cowpea
85.7,28.1,24.3,32.7,57,7.14,464.4,Bajra
26.9,67.2,47.2,31.3,67.7,6.33,916.7,Soybean
70.4,39.1,58.1,25.2,62.1,6.08,465.5,Pomegranate
32.4,44.7,51.9,35.1,50.2,6.87,668.9,Groundnut
88.2,49.7,71.4,10.9,75.7,6.58,737.3,Lettuce
90.8,54.1,80.1,28.6,80.7,5.99,1783.5,Ginger
47.5,33.5,40.9,16.3,27.4,7.38,258.3,Cumin
39.5,37.4,50.6,23.9,52.2,8.32,529,Ber
50.1,27.9,33.4,34.3,39.9,7.61,491.5,Pearl Millet
36.9,72.8,48.6,22,54.8,6.31,486.7,Soybean
70,44.2,100.4,27.7,87.7,6.7,2642.6,Betel Nut
120.6,47.1,180.5,19.8,75.4,5.42,2183.4,Coffee
63,26.3,89.4,34.2,75.6,7.07,2156,Clove
105.3,55.8,86.4,17.7,57.2,6.45,683.5,Onion
30.4,44.9,26.1,33.7,55.9,6.75,486.8,Cowpea
102.2,44.2,73.1,24.7,66,6.17,831.2,Bitter Gourd
34.3,49.5,33.1,34.1,48.3,6.96,456.6,Cluster Bean
18.1,45,19.8,25.4,42.5,7.46,445.1,Chickpea
29.5,58.8,34.7,29.4,71.4,6.92,493.7,Pigeon Pea
17.6,31.2,31.9,25.3,57.6,6.21,517,Horse Gram
20.9,32.4,19.2,29.2,55.1,7.51,725.5,Niger
25.8,39.6,39.6,35.5,57.5,8.41,411.5,Cluster Bean
84.5,49.4,113.2,29.8,87.5,6.34,1647.9,Ginger
69.7,61.3,75.3,34.9,87.5,4.97,2555.9,Rubber
78.3,32.9,33.4,30.3,47.7,7.47,432.4,Bajra
46.4,27.8,28.7,29.4,47.6,5.58,599.4,Sesame
29,27.9,33.3,24.9,51,6.87,348.7,Fenugreek
67.8,53.5,75.3,16.3,67,6.34,461.9,Lettuce
158.4,46.2,185.2,32.2,73.5,7,1905.4,Banana
154.8,45.9,189.2,31,67.2,5.97,1772.1,Banana
60.4,44.6,49.9,29.3,72.7,6.74,782.9,Ash Gourd
106,47.2,75.9,10.2,58.9,7.31,351.6,Cabbage
76.5,72.3,95.8,30.9,86.4,5.34,2615.4,Rubber
75.7,28.7,35.2,9.6,69,6.42,633.6,Mustard
78.8,46.5,19.4,13.9,50.6,6.97,438.4,Mustard
61.8,39.4,104,26.9,72.9,5.97,1099.8,Sweet Potato
67.9,38.7,97.6,28.1,73.3,6.31,1401.5,Guava
81.2,45,53.6,22.8,55.7,6.86,746.2,Chilli
69.3,48.7,59.5,24.7,69.4,6.72,784.8,Ash Gourd
123.5,63.5,117.3,29.4,54.6,6.84,1349.8,Papaya
92.4,52.1,90.9,35.9,66.8,6.42,992.7,Mango
90.1,38.5,109.4,27.3,83.1,6.44,2377.9,Jackfruit
98.3,42,76.2,31.1,72.1,5.68,1051.2,Mango
83.7,47.3,47.7,33.1,72.2,7.1,1207.8,Chilli
78.1,50.4,65.5,28.8,47.7,7.38,754.8,Muskmelon
73.5,50.9,78.4,27.6,59.8,6.76,1113.4,Chilli
106.1,47.5,87.9,35.2,62.8,7.16,1104,Mango
121.1,51.6,57.2,12.6,70.8,6.5,592.7,Lettuce
59.1,47.1,60,21.9,59,6.46,652.8,Garlic
71.8,22.8,30.6,35.1,57,8.23,548.3,Ragi
114.2,66.4,117.6,29.5,65.8,6.18,771.6,Tomato
50.2,35.2,26.2,18.7,48.9,6.37,303.4,Linseed
131.7,43.3,47.7,26.9,80.2,6.13,1329.3,Paddy
59.1,39.1,87.2,20.1,86,6.08,1943.8,Cardamom
138.2,44.4,53.9,34.9,76.6,6.78,957.7,Mentha
73.6,29.2,42.3,21.5,64.6,7.09,973.2,Amaranthus
93.4,62.6,66.4,27.6,66.7,6.28,478,Brinjal
27.2,35.5,30.5,31.9,34.4,8.06,224.4,Guar
56.4,37.4,83.7,29.3,78.1,6.12,2410.8,Clove
79.5,26.7,50.3,24,84.4,6.82,2031,Jute
113.9,77.5,131.5,32.5,63.7,7.52,1266.4,Papaya
81.7,43.4,38.5,33.6,41.5,6.93,547.5,Jowar
64.7,34.6,39.9,35.3,40.1,7.66,397.7,Castor
67.4,31.8,37.1,28.7,81.1,5.84,1089.9,Jute
71.5,21.3,35,23.3,90.8,6.32,2039.3,Jute
81.2,41.3,29.4,15.6,44,7.09,364.4,Mustard
86.3,84.2,157.9,22.3,82.5,6.32,1881,Taro
47.6,23.6,48.3,31.4,58.7,6.33,1107.9,Curry Leaf
74.4,42.1,91.5,26.5,77.5,5.7,2466,Black Pepper
75.6,51.2,79.2,27.1,70,6.15,583.7,Cucumber
18.9,23.6,23.5,40,17.7,8.34,384.9,Moth Bean
80.1,38.8,55.1,28.3,71.7,6.43,661.7,Okra
74.2,37.1,37.5,29.1,85.1,6.45,2207.6,Jute
102.3,53.2,92.5,18.8,63.5,6.74,724.8,Orange
84.6,49.9,104.3,25,76.6,6.27,1620.4,Black Pepper
77.1,45.6,88.8,17.6,60.4,7.26,534.8,Carrot
86.1,47.6,83.9,22.5,68.7,6.12,639.1,Cucumber
101,76.1,101.5,29.5,66.6,6.09,826.3,Tomato
63.3,36.6,58.9,23,54.6,6.18,791.9,Pumpkin
48,20.9,55.9,34.5,47.2,5.81,1072.7,Curry Leaf
26.8,49.6,29.3,29,50.2,6.75,342.8,Lentil
63,23.7,47.4,12.7,44.8,6.79,297.9,Linseed
64.4,34.4,55.4,23.7,66.5,6.36,917.2,Guava
98.5,40.4,79.1,14.2,64.8,6.65,560.6,Cabbage
44.8,27.2,25.4,34.9,55.1,6.61,505.8,Sesame
144,78.5,90.5,21.5,75.3,5.68,641.1,Potato
18.6,60.3,43.2,15.4,67.8,7.52,263.8,Chickpea
42.1,21.2,28.2,29.5,63,6.35,858.8,Niger
69.5,45.2,127,28.7,66.3,8.41,645.2,Grapes
147.4,57.8,59.4,21.2,64.5,6.54,529.1,Broccoli
100,54.9,96.1,16.5,54.8,6.8,565.5,Cauliflower
63,54,77.5,27.9,49,7.22,580.9,Watermelon
108.1,58.6,71.9,29.7,65.8,6.53,861.2,Ridge Gourd
60.7,33.5,68.2,26.7,84.8,5.39,1831.1,Cardamom
57.8,47.1,69.2,28.5,60.9,7.75,842.4,Grapes
6.9,27.6,19.6,33,41.7,7.66,284.5,Moth Bean
45.3,29.6,42.9,28.3,81.2,5.9,721.1,Curry Leaf
87.7,38,45.6,11.4,73.7,6.72,451.2,Spinach
31.8,47.3,22.6,19.3,52.7,6.58,304.4,Lentil
63.2,34.9,103.5,35.2,94.9,6.91,2142.7,Betel Nut
54.8,28.7,47.3,34.1,58.3,6.04,874.8,Curry Leaf
115.7,69.5,107.6,22.5,56.9,5.76,923.8,Tomato
96.5,46.2,89.7,24.5,72.5,7.25,1950.4,Turmeric
47.8,22.5,95.4,29.8,78,6.3,1997,Pineapple
67.4,46.1,77.4,24.7,65.6,6.37,852.4,Snake Gourd
123.2,67,126.9,25.3,57.4,6.38,786.7,Tomato
187.4,55.5,235.2,32.9,74.1,7.54,1629.6,Banana
52.3,46.7,52.1,19.5,55.2,5.82,1004.6,Lemon
79.4,41.4,89.8,29.7,59.8,7.49,673.8,Grapes
106.2,50.5,114,26.7,69.7,6.35,861.2,Tomato
24.1,43.2,53.5,15.4,59.6,6.64,295.3,Field Pea
26.8,48.5,27.3,29.6,59.8,6.64,480.9,Blackgram
39.9,29.6,57.3,39,63.7,7.93,972.3,Tamarind
107.9,74.6,107,19,63.9,6.84,986.2,Tomato
89.9,29.6,35.2,31.8,52.7,6.88,724.3,Jowar
49.9,33.3,32.6,23.5,24.3,7.46,360.6,Cumin
19.4,35.7,33,31.1,30.3,7.74,361.1,Guar
34,53,32.1,32.6,62.6,6.38,801.7,Cowpea
30.6,40.2,26.5,34.2,56.4,5.9,666.3,Horse Gram
70.2,44.3,76.8,32.9,44.9,6.15,423.3,Pomegranate
27,31.3,25.2,29.3,56.2,7.05,399.5,Horse Gram
102.3,84.7,45.4,25,54.4,6.94,709.1,Maize
106.9,55.1,67.5,17.3,77.2,6.68,613.2,Lettuce
19.6,50.6,24.7,31.2,66.3,6.42,873,Cowpea
162.4,62.2,105.3,18.8,68.7,5.65,391.9,Potato
73.6,57.3,52.4,6.7,62.4,6.89,608.6,Garlic
75.6,54.3,94.1,28.4,73.3,5.82,699.4,Mango
98.8,51.7,89.8,11.4,72.3,6.74,592.7,Onion
159.5,63.6,202.5,34.7,74.8,6.38,2269.1,Banana
104.6,63.9,93.4,29.7,74,6.38,938.8,Tomato
22,35.4,32.7,35.5,58.5,6.75,660.5,Horse Gram
120.8,55.1,48,23.5,61.5,7.74,753.9,Cotton
33.8,34.7,22,15.7,46.4,7.13,183.3,Cumin
109,53.4,80.2,18.7,58.7,6.5,415.3,Onion
39.6,48.2,21.2,17,41.6,7.81,486.8,Gram
42.2,20.9,23.2,21.1,33.5,7.7,280.4,Fennel
99.5,43.6,62.6,37.8,79.8,6.53,1441.3,Litchi
69.4,33.9,80.2,26,78.9,6.49,1963.6,Clove
82.7,47.4,66.9,25.5,58.9,6.6,443,Garlic
152.4,87.7,109.9,12,63.8,5.36,588.8,Potato
24.4,38.9,21.9,19.8,39.7,6.26,292.6,Fenugreek
57.7,38.4,55.8,23.3,51.2,7.63,1077.1,Amla
109.4,67.4,55.6,27.5,67.1,6.31,856.9,Maize
81.2,39.4,64.7,26.7,68.6,6.28,713,Ash Gourd
72.7,37.6,67.2,29.6,53.8,7.02,533.3,Muskmelon
75.4,49.5,77.7,24.4,80.8,5.39,2204.2,Cardamom
77.3,63.2,55.5,28.9,82.9,6.63,899.8,Ridge Gourd
